Code,Name,Country,Exchange,Currency,Type,Isin
ARMK,Aramark Holdings,USA,NYSE,USD,Common Stock,US03852U1060
ARMN,Aris Mining Corporation,USA,NYSE MKT,USD,Common Stock,CA04040Y1097
ARMP,Armata Pharmaceuticals Inc,USA,NYSE MKT,USD,Common Stock,US04216R1023
AROC,Archrock Inc,USA,NYSE,USD,Common Stock,US03957W1062
ARP,Advisors Inner Circle Fund II - Pmv Adaptive Risk Parity Etf,USA,NYSE ARCA,USD,ETF,US00791R3012
ARR,ARMOUR Residential REIT Inc,USA,NYSE,USD,Common Stock,US0423157058
ARR-P-C,ARR-P-C,USA,NYSE,USD,Preferred Stock,US0423156068
ARR-PC,ARMOUR Residential REIT Inc,USA,NYSE,USD,Preferred Stock,US0423156068
ARTY,iShares Future AI & Tech ETF,USA,NYSE ARCA,USD,ETF,US46435U5561
ARW,Arrow Electronics Inc,USA,NYSE,USD,Common Stock,US0427351004
ARX,Accelerant Holdings,USA,NYSE,USD,Common Stock,KYG008941083
AS,"Amer Sports, Inc.",USA,NYSE,USD,Common Stock,KYG0260P1028
ASA,ASA Gold and Precious Metals Ltd,USA,NYSE,USD,Common Stock,BMG3156P1032
ASAN,Asana Inc,USA,NYSE,USD,Common Stock,US04342Y1047
ASB,Associated Banc-Corp,USA,NYSE,USD,Common Stock,US0454871056
ASB-P-E,Associated Banc-Corp Depositary Shares Series E,USA,NYSE,USD,Preferred Stock,US0454872047
ASB-P-F,ASB-P-F,USA,NYSE,USD,Preferred Stock,US0454874027
ASB-PE,Associated Banc-Corp,USA,NYSE,USD,Preferred Stock,US0454872047
ASB-PF,Associated Banc-Corp,USA,NYSE,USD,Preferred Stock,US0454872047
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,USA,NYSE,USD,Notes,
ASC,Ardmore Shpng,USA,NYSE,USD,Common Stock,MHY0207T1001
ASCE,Allspring Exchange-Traded Funds Trust,USA,NYSE ARCA,USD,Common Stock,
ASEA,Global X FTSE Southeast Asia ETF,USA,NYSE ARCA,USD,ETF,US37950E6480
ASG,Liberty All Star Growth Closed Fund,USA,NYSE,USD,FUND,US5299001025
ASGI,Aberdeen Standard Global Infrastructure Income Fund,USA,NYSE,USD,FUND,US00326W1062
ASGM,Virtus ETF Trust II,USA,NYSE ARCA,USD,ETF,
ASGN,ASGN Inc,USA,NYSE,USD,Common Stock,US00191U1025
ASH,Ashland Global Holdings Inc,USA,NYSE,USD,Common Stock,US0441861046
ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,USA,NYSE ARCA,USD,ETF,US2330518794
ASHS,Xtrackers Harvest CSI 500 China-A Shares Small Cap ETF,USA,NYSE ARCA,USD,ETF,US2330517549
ASIA,Matthews International Funds,USA,NYSE ARCA,USD,ETF,US5771305787
ASIC,Ategrity Specialty Insurance Company Holdings,USA,NYSE,USD,Common Stock,US04681Y1038
ASIX,AdvanSix Inc,USA,NYSE,USD,Common Stock,US00773T1016
ASLV,Allspring Exchange-Traded Funds Trust,USA,NYSE ARCA,USD,Common Stock,
ASM,Avino Silver & Gold Mines Ltd,USA,NYSE MKT,USD,Common Stock,CA0539061030
ASMF,Virtus ETF Trust II,USA,NYSE ARCA,USD,ETF,
ASPN,Aspen Aerogels Inc,USA,NYSE,USD,Common Stock,US04523Y1055
ASR,Grupo Aeroportuario del Sureste SAB de CV ADR,USA,NYSE,USD,Common Stock,US40051E2028
ASX,ASE Industrial Holding Co Ltd ADR,USA,NYSE,USD,Common Stock,US00215W1009
ATCH,"AtlasClear Holdings, Inc.",USA,NYSE MKT,USD,Common Stock,US25384B1089
ATEN,A10 Network,USA,NYSE,USD,Common Stock,US0021211018
ATFV,Alger 35 ETF,USA,NYSE ARCA,USD,ETF,US0155642061
ATGE,Adtalem Global Education Inc,USA,NYSE,USD,Common Stock,US00737L1035
ATH-P-A,ATH-P-A,USA,NYSE,USD,Preferred Stock,US04686J2006
ATH-P-D,ATH-P-D,USA,NYSE,USD,Preferred Stock,US04686J2006
ATH-P-E,ATH-P-E,USA,NYSE,USD,Preferred Stock,US04686J2006
ATH-PA,Athene Holding Ltd,USA,NYSE,USD,Preferred Stock,US04686J8615
ATH-PB,Athene Holding Ltd,USA,NYSE,USD,Preferred Stock,US04686J2006
ATH-PD,Athene Holding Ltd.,USA,NYSE,USD,Preferred Stock,US04686J2006
ATH-PE,Athene Holding Ltd.,USA,NYSE,USD,Preferred Stock,US04686J2006
ATHM,Autohome Inc,USA,NYSE,USD,Common Stock,US05278C1071
ATHS,Athene Holding Ltd. 7.250% Fixed,USA,NYSE,USD,Common Stock,US04686J8383
ATI,Allegheny Technologies Incorporated,USA,NYSE,USD,Common Stock,US01741R1023
ATKR,Atkore International Group Inc,USA,NYSE,USD,Common Stock,US0476491081
ATMU,Atmus Filtration Technologies Inc.,USA,NYSE,USD,Common Stock,US04956D1072
ATNM,Actinium Pharmaceuticals Inc,USA,NYSE MKT,USD,Common Stock,US00507W2061
ATO,Atmos Energy Corporation,USA,NYSE,USD,Common Stock,US0495601058
ATR,AptarGroup Inc,USA,NYSE,USD,Common Stock,US0383361039
ATS,ATS Corporation,USA,NYSE,USD,Common Stock,CA00217Y1043
AU,AngloGold Ashanti plc,USA,NYSE,USD,Common Stock,US0351282068
AUAU,Global X Funds,USA,NYSE ARCA,USD,Common Stock,
AUB,Atlantic Union Bankshares Corp,USA,NYSE,USD,Common Stock,US04911A1079
AUB-P-A,AUB-P-A,USA,NYSE,USD,Preferred Stock,
AUB-PA,Atlantic Union Bankshares Corporation,USA,NYSE,USD,Preferred Stock,
AUGT,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H7290
AUGW,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H7118
AUNA,Auna S.A.,USA,NYSE,USD,Common Stock,LU2791994721
AUSF,Global X Adaptive U.S. Factor ETF,USA,NYSE ARCA,USD,ETF,US37954Y5740
AUSM,Allspring Exchange-Traded Funds Trust,USA,NYSE ARCA,USD,Common Stock,
AUST,Austin Gold Corp,USA,NYSE MKT,USD,Common Stock,CA05223F1062
AVA,Avista Corporation,USA,NYSE,USD,Common Stock,US05379B1070
AVAL,Grupo Aval,USA,NYSE,USD,Common Stock,US40053W1018
AVB,AvalonBay Communities Inc,USA,NYSE,USD,Common Stock,US0534841012
AVBC,"Avidia Bancorp, Inc.",USA,NYSE,USD,Common Stock,US05369T1007
AVD,American Vanguard Corporation,USA,NYSE,USD,Common Stock,US0303711081
AVDE,Avantis® International Equity ETF,USA,NYSE ARCA,USD,ETF,US0250727031
AVDS,Avantis International Small Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US0250721901
AVDV,Avantis® International Small Cap Value ETF,USA,NYSE ARCA,USD,ETF,US0250728021
AVEE,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721414
AVEM,Avantis® Emerging Markets Equity ETF,USA,NYSE ARCA,USD,ETF,US0250726041
AVES,Avantis® Emerging Markets Value ETF,USA,NYSE ARCA,USD,ETF,US0250723725
AVGE,Avantis All Equity Markets ETF,USA,NYSE ARCA,USD,ETF,US0250722321
AVGV,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250722164
AVIE,American Century ETF Trust - Avantis Inflation Focused Equity ETF,USA,NYSE ARCA,USD,ETF,US0250722404
AVIG,Avantis Core Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US0250725621
AVIV,Avantis International Large Cap,USA,NYSE ARCA,USD,ETF,US0250723642
AVK,Advent Claymore Convertible Securities and Income Closed Fund,USA,NYSE,USD,FUND,US00764C1099
AVLC,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721588
AVLV,American Century ETF Trust - Avantis U.S. Large Cap Value ETF,USA,NYSE ARCA,USD,ETF,US0250723493
AVMA,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721828
AVMC,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721257
AVMU,Avantis Core Municipal Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US0250726959
AVMV,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721331
AVNM,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721745
AVNS,Avanos Medical Inc,USA,NYSE,USD,Common Stock,US05350V1061
AVNT,Avient Corp,USA,NYSE,USD,Common Stock,US05368V1061
AVNV,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250721661
AVRE,Avantis Real Estate ETF,USA,NYSE ARCA,USD,ETF,US0250723568
AVSC,American Century ETF Trust,USA,NYSE ARCA,USD,ETF,US0250723238
AVSD,American Century ETF Trust - Avantis Responsible International Equity ETF,USA,NYSE ARCA,USD,ETF,US0250722990
AVSE,Avantis Responsible Emerging Markets Equity ETF,USA,NYSE ARCA,USD,ETF,US0250723154
AVSF,American Century ETF Trust - Avantis Short-Term Fixed Income ETF,USA,NYSE ARCA,USD,ETF,US0250726876
AVSU,American Century ETF Trust - Avantis Responsible U.S. Equity ETF,USA,NYSE ARCA,USD,ETF,US0250722818
AVTR,Avantor Inc,USA,NYSE,USD,Common Stock,US05352A1007
AVUS,Avantis® U.S. Equity ETF,USA,NYSE ARCA,USD,ETF,US0250728856
AVUV,Avantis® U.S. Small Cap Value ETF,USA,NYSE ARCA,USD,ETF,US0250728773
AVY,Avery Dennison Corp,USA,NYSE,USD,Common Stock,US0536111091
AWAY,"Amplify Travel Tech ETF
",USA,NYSE ARCA,USD,ETF,US0321085401
AWEG,The Alger ETF Trust,USA,NYSE ARCA,USD,ETF,US0155643051
AWF,AllianceBernstein Global High Income Closed Fund,USA,NYSE,USD,FUND,US01879R1068
AWI,Armstrong World Industries Inc,USA,NYSE,USD,Common Stock,US04247X1028
AWK,American Water Works,USA,NYSE,USD,Common Stock,US0304201033
AWP,Aberdeen Global Premier Properties,USA,NYSE,USD,FUND,US00302L1089
AWR,American States Water Company,USA,NYSE,USD,Common Stock,US0298991011
AWX,Avalon Holdings Corporation,USA,NYSE MKT,USD,Common Stock,US05343P1093
AX,Axos Financial Inc,USA,NYSE,USD,Common Stock,US05465C1009
AXAC,AXIOS Sustainable Growth,USA,NYSE,USD,Common Stock,KYG0703K1085
AXIA,AXIA Energia,USA,NYSE,USD,Common Stock,US15234Q2075
AXIA-P,Centrais ElÃ©tricas Brasileiras S.A. - EletrobrÃ¡s,USA,NYSE,USD,Common Stock,
AXIA-P-C,AXIA-P-C,USA,NYSE,USD,Common Stock,
AXL,American Axle & Manufacturing,USA,NYSE,USD,Common Stock,US0240611030
AXP,American Express Company,USA,NYSE,USD,Common Stock,US0258161092
AXR,AMREP Corporation,USA,NYSE,USD,Common Stock,US0321591051
AXS,AXIS Capital Holdings Ltd,USA,NYSE,USD,Common Stock,BMG0692U1099
AXS-P-E,Axis Capital Holdings Limited Depositary Shares Series E,USA,NYSE,USD,Preferred Stock,US05461T3059
AXS-PE,AXIS Capital Holdings Limited,USA,NYSE,USD,Preferred Stock,
AXTA,Axalta Coating Systems Ltd,USA,NYSE,USD,Common Stock,BMG0750C1082
AYI,Acuity Brands Inc,USA,NYSE,USD,Common Stock,US00508Y1029
AZO,AutoZone Inc,USA,NYSE,USD,Common Stock,US0533321024
AZTD,Aztlan Global Stock Selection Dm SMID ETF,USA,NYSE ARCA,USD,ETF,US8863644709
AZTR,Azitra Inc,USA,NYSE MKT,USD,Common Stock,US05479L2034
AZZ,AZZ Incorporated,USA,NYSE,USD,Common Stock,US0024741045
B,Barrick Mining Corporation,USA,NYSE,USD,Common Stock,CA06849F1080
BA,The Boeing Company,USA,NYSE,USD,Common Stock,US0970231058
BA-PA,Boeing Co,USA,NYSE,USD,Common Stock,
BAB,Invesco Taxable Municipal Bond ETF,USA,NYSE ARCA,USD,ETF,US46138G8050
BABA,Alibaba Group Holding Ltd,USA,NYSE,USD,Common Stock,US01609W1027
BABO,YieldMax BABA Option Income Strategy ETF,USA,NYSE ARCA,USD,ETF,
BAC,Bank of America Corp,USA,NYSE,USD,Common Stock,US0605051046
BAC-P-B,Bank of America Corporation Depositary Shares Series G,USA,NYSE,USD,Preferred Stock,US06055H6080
BAC-P-E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,USA,NYSE,USD,Preferred Stock,US0605058157
BAC-P-K,Bank of America Corporation Depositary Shares Series H,USA,NYSE,USD,Preferred Stock,US06055H6080
BAC-P-L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-P-M,BAC-P-M,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-P-N,BAC-P-N,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-P-O,BAC-P-O,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-P-S,BAC-P-S,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-PB,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-PE,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-PK,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605051954
BAC-PL,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605056821
BAC-PM,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US06053U6010
BAC-PN,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US06055H2022
BAC-PO,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-PP,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605052291
BAC-PS,Bank of America Corporation,USA,NYSE,USD,Preferred Stock,US0605051046
BAH,Booz Allen Hamilton Holding,USA,NYSE,USD,Common Stock,US0995021062
BAI,BlackRock ETF Trust,USA,NYSE ARCA,USD,ETF,
BAK,Braskem SA Class A,USA,NYSE,USD,Common Stock,US1055321053
BALL,Ball Corporation,USA,NYSE,USD,Common Stock,US0584981064
BALY,Bally's Corp,USA,NYSE,USD,Common Stock,US05875B1061
BAM,Brookfield Asset Management Inc,USA,NYSE,USD,Common Stock,CA1125851040
BANC,"Banc of California, Inc.",USA,NYSE,USD,Common Stock,US05990K1060
BANC-P-F,BANC-P-F,USA,NYSE,USD,Common Stock,
BANC-PF,Banc of California Inc.,USA,NYSE,USD,Common Stock,US05990K8412
BAP,Credicorp Ltd,USA,NYSE,USD,Common Stock,BMG2519Y1084
BAR,GraniteShares Gold Trust,USA,NYSE ARCA,USD,ETF,US38748G1013
BARK,"BARK, Inc.",USA,NYSE,USD,Common Stock,US68622E1047
BARK-WT,BARK-WT,USA,NYSE,USD,Common Stock,US68622E1120
BATL,Battalion Oil Corp,USA,NYSE MKT,USD,Common Stock,US07134L1070
BATT,Amplify Lithium & Battery Technology ETF,USA,NYSE ARCA,USD,ETF,US0321088058
BAX,Baxter International Inc,USA,NYSE,USD,Common Stock,US0718131099
BB,BlackBerry Ltd,USA,NYSE,USD,Common Stock,CA09228F1036
BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,USA,NYSE ARCA,USD,ETF,US46641Q2416
BBAI,BigBearai Holdings Inc,USA,NYSE,USD,Common Stock,US08975B1098
BBAI-WT,"BigBear.ai Holdings, Inc. WT",USA,NYSE,USD,Common Stock,US08975B1171
BBAR,BBVA Banco Frances SA ADR,USA,NYSE,USD,Common Stock,US0589341009
BBBI,BondBloxx ETF Trust,USA,NYSE ARCA,USD,ETF,US09789C7478
BBBL,BondBloxx ETF Trust,USA,NYSE ARCA,USD,ETF,US09789C7627
BBBS,BondBloxx ETF Trust,USA,NYSE ARCA,USD,ETF,US09789C7544
BBBY,"Bed Bath & Beyond, Inc.",USA,NYSE,USD,Common Stock,US6903701018
BBBY-WT,BBBY-WS,USA,NYSE,USD,Common Stock,
BBC,Virtus LifeSci Biotech Clinical Trials ETF,USA,NYSE ARCA,USD,ETF,US26923G3011
BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US46641Q4495
BBD,Banco Bradesco SA ADR,USA,NYSE,USD,Common Stock,US0594603039
BBDC,Barings BDC Inc,USA,NYSE,USD,Common Stock,US06759L1035
BBDO,Banco Bradesco S/A ADR,USA,NYSE,USD,Common Stock,US0594604029
BBHL,BBH Trust,USA,NYSE ARCA,USD,ETF,
BBHM,BBH Trust,USA,NYSE ARCA,USD,ETF,
BBLU,Ea Bridgeway Blue Chip ETF,USA,NYSE ARCA,USD,ETF,US02072L7148
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US46641Q3406
BBN,BlackRock Taxable Municipal Bond Trust,USA,NYSE,USD,FUND,US09248X1000
BBP,Virtus LifeSci Biotech Products ETF,USA,NYSE ARCA,USD,ETF,US26923G2021
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US46641Q2903
BBT,Beacon Financial Corporation,USA,NYSE,USD,Common Stock,US0846801076
BBU,Brookfield Business Partners LP,USA,NYSE,USD,Common Stock,BMG162341090
BBUC,Brookfield Business Corp,USA,NYSE,USD,Common Stock,CA11259V1067
BBVA,Banco Bilbao Viscaya Argentaria SA ADR,USA,NYSE,USD,Common Stock,US05946K1016
BBW,Build-A-Bear Workshop Inc,USA,NYSE,USD,Common Stock,US1200761047
BBWI,Bath & Body Works Inc.,USA,NYSE,USD,Common Stock,US0708301041
BBY,Best Buy Co. Inc,USA,NYSE,USD,Common Stock,US0865161014
BC,Brunswick Corporation,USA,NYSE,USD,Common Stock,US1170431092
BC-PC,Brunswick Corp,USA,NYSE,USD,Preferred Stock,US117043AE96
BCAT,BlackRock Capital Allocation Trust,USA,NYSE,USD,Common Stock,US09260U1097
BCC,Boise Cascad Llc,USA,NYSE,USD,Common Stock,US09739D1000
BCCC,Global X Funds Global X Bitcoin Covered Call ETF,USA,NYSE,USD,ETF,
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,USA,NYSE ARCA,USD,ETF,US0032612030
BCDF,Listed Funds Trust - Horizon Kinetics Blockchain Development ETF,USA,NYSE ARCA,USD,ETF,US53656G2093
BCE,BCE Inc,USA,NYSE,USD,Common Stock,CA05534B7604
BCGD,Baron ETF Trust,USA,NYSE,USD,ETF,
BCH,Banco De Chile,USA,NYSE,USD,Common Stock,US0595201064
BCHI,The 2023 ETF Series Trust II,USA,NYSE ARCA,USD,ETF,
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,USA,NYSE ARCA,USD,ETF,US0032611040
BCIL,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,ETF,
BCO,Brinks Company,USA,NYSE,USD,Common Stock,US1096961040
BCOR,Grayscale Bitcoin Adopters ETF,USA,NYSE ARCA,USD,ETF,
BCS,Barclays PLC ADR,USA,NYSE,USD,Common Stock,US06738E2046
BCSF,Bain Capital Specialty Finance Inc,USA,NYSE,USD,Common Stock,US05684B1070
BCSM,Baron ETF Trust,USA,NYSE,USD,ETF,
BCSS-U,BCSS-U,USA,NYSE,USD,Common Stock,
BCSS-WS,BCSS-WS,USA,NYSE,USD,Common Stock,
BCUS,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,ETF,US30151E5583
BCV,Bancroft Fund Limited,USA,NYSE MKT,USD,Common Stock,US0596951063
BCV-P-A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,USA,NYSE MKT,USD,Preferred Stock,
BCV-PA,Bancroft Fund Ltd,USA,NYSE MKT,USD,Preferred Stock,US0597022096
BCX,BlackRock Resources & Commodities Strategy Trust,USA,NYSE,USD,FUND,US09257A1088
BDBT,Exchange Traded Concepts Trust,USA,NYSE,USD,Common Stock,
BDC,Belden Inc,USA,NYSE,USD,Common Stock,US0774541066
BDCX,ETRACS Quarterly Pay 1.5X Leveraged Wells Fargo BDC Index ETN,USA,NYSE ARCA,USD,ETF,US90269A2603
BDCZ,UBS AG London Branch ELKS 4,USA,NYSE ARCA,USD,ETF,US90274D4161
BDIV,ETF Series Solutions,USA,NYSE ARCA,USD,ETF,US26922B4858
BDJ,BlackRock Enhanced Equity Dividend Trust,USA,NYSE,USD,FUND,US09251A1043
BDL,Flanigans Enterprises Inc,USA,NYSE MKT,USD,Common Stock,US3385171059
BDN,Brandywine Realty Trust,USA,NYSE,USD,Common Stock,US1053682035
BDRY,Breakwave Dry Bulk Shipping ETF,USA,NYSE ARCA,USD,ETF,US26923H2004
BDVG,Litman Gregory Funds Trust,USA,NYSE ARCA,USD,ETF,US53700T7515
BDX,Becton Dickinson and Company,USA,NYSE,USD,Common Stock,US0758871091
BE,Bloom Energy Corp,USA,NYSE,USD,Common Stock,US0937121079
BEBE-UN,TGE Value Creative Solutions Co,USA,NYSE,USD,Common Stock,
BEDU,Bright Scholar Education Holdings Ltd Class A,USA,NYSE,USD,Common Stock,US1091991091
BEDZ,AdvisorShares Hotel ETF,USA,NYSE ARCA,USD,ETF,US00768Y3962
BEKE,Ke Holdings Inc,USA,NYSE,USD,Common Stock,US4824971042
BEN,Franklin Resources Inc,USA,NYSE,USD,Common Stock,US3546131018
BENJ,Horizon Funds,USA,NYSE ARCA,USD,Common Stock,
BEP,Brookfield Renewable Partners LP,USA,NYSE,USD,Common Stock,BMG162581083
BEP-P-A,BEP-P-A,USA,NYSE,USD,Preferred Stock,BMG162582313
BEP-PA,Brookfield Renewable Partners L.P,USA,NYSE,USD,Preferred Stock,BMG162582313
BEPC,Brookfield Renewable Corp,USA,NYSE,USD,Common Stock,CA11284V1058
BEPH,Brookfield BRP Holdings (Canada (BEPH),USA,NYSE,USD,Common Stock,US11259P3073
BEPI,Brookfield BRP Holdings (Canada (BEPI),USA,NYSE,USD,Common Stock,US11259P2083
BEPJ,Brookfield Renewable Partners L.P.,USA,NYSE,USD,Common Stock,BMG162581083
BERZ,MicroSectors Solactive FANG & Innovation -3X Inverse Leveraged ETNs,USA,NYSE ARCA,USD,ETF,US0636795918
BESF,EA Series Trust Bastion Energy ETF,USA,NYSE,USD,ETF,
BETA,"Beta Technologies, Inc.",USA,NYSE,USD,Common Stock,US0869211039
BETE,ProShares Trust,USA,NYSE ARCA,USD,ETF,US74349Y4070
BETH,ProShares Trust,USA,NYSE ARCA,USD,ETF,US74349Y3080
BETZ,Roundhill Sports Betting & iGaming ETF,USA,NYSE ARCA,USD,ETF,US53656F7895
BF-A,Brown-Forman Corporation,USA,NYSE,USD,Common Stock,US1156371007
BF-B,Brown-Forman Corporation,USA,NYSE,USD,Common Stock,US1156372096
BFAM,Bright Horizons Family Solutions Inc,USA,NYSE,USD,Common Stock,US1091941005
BFAP,First Trust Exchange-Traded Fund,USA,NYSE ARCA,USD,Common Stock,
BFH,"Bread Financial Holdings, Inc.",USA,NYSE,USD,Common Stock,US0185811082
BFIX,Build Funds Trust,USA,NYSE ARCA,USD,ETF,US12009B1017
BFJL,First Trust Exchange-Traded Fund,USA,NYSE ARCA,USD,Common Stock,
BFK,BlackRock Municipal Income Closed Fund,USA,NYSE,USD,Common Stock,US09248F1093
BFLY,Butterfly Network Inc,USA,NYSE,USD,Common Stock,US1241551027
BFLY-WT,BFLY-WT,USA,NYSE,USD,Common Stock,US1241551100
BFOC,First Trust Exchange-Traded Fund,USA,NYSE ARCA,USD,ETF,
BFOR,Barron's 400 ETF,USA,NYSE ARCA,USD,ETF,US00162Q7262
BFRZ,Innovator ETFs Trust,USA,NYSE ARCA,USD,ETF,
BFS,Saul Centers Inc,USA,NYSE,USD,Common Stock,US8043951016
BFS-P-D,Saul Centers Inc. Depositary Shares Series D,USA,NYSE,USD,Preferred Stock,US8043958045
BFS-P-E,BFS-P-E,USA,NYSE,USD,Preferred Stock,US8043958797
BFS-PD,Saul Centers Inc,USA,NYSE,USD,Preferred Stock,US8043958797
BFS-PE,Saul Centers Inc,USA,NYSE,USD,Preferred Stock,US8043958797
BFZ,BlackRock California Municipal Income Closed Fund,USA,NYSE,USD,Common Stock,US09248E1029
BG,Bunge Limited,USA,NYSE,USD,Common Stock,CH1300646267
BGB,Blackstone GSO Strategic Credit Closed Fund,USA,NYSE,USD,FUND,US09257R1014
BGDV,ETF Series Solutions,USA,NYSE ARCA,USD,ETF,
BGH,Barings Global Short Duration High Yield Fund,USA,NYSE,USD,FUND,US06760L1008
BGI,Birks Group Inc,USA,NYSE MKT,USD,Common Stock,CA09088U1093
BGIG,ETF Series Solutions,USA,NYSE ARCA,USD,ETF,US26922B5277
BGR,BlackRock Energy and Resources Closed Fund,USA,NYSE,USD,Common Stock,US09250U1016
BGS,B&G Foods Inc,USA,NYSE,USD,Common Stock,US05508R1068
BGSF,BG Staffing Inc,USA,NYSE,USD,Common Stock,US05601C1053
BGSI,Boyd Group Services Inc.,USA,NYSE,USD,Common Stock,CA1033101082
BGT,BlackRock Floating Rate Income Closed Fund,USA,NYSE,USD,FUND,US0919411043
BGX,Blackstone GSO Long Short Credit Income Closed Fund,USA,NYSE,USD,FUND,US09257D1028
BGY,BlackRock International Growth and Income Closed Fund,USA,NYSE,USD,FUND,US0925241079
BH,Biglari Holdings Inc,USA,NYSE,USD,Common Stock,US08986R3093
BH-A,Biglari Holdings Inc,USA,NYSE,USD,Common Stock,US08986R4083
BHB,Bar Harbor Bankshares Inc,USA,NYSE MKT,USD,Common Stock,US0668491006
BHC,Bausch Health Companies Inc,USA,NYSE,USD,Common Stock,CA0717341071
BHE,Benchmark Electronics Inc,USA,NYSE,USD,Common Stock,US08160H1014
BHK,BlackRock Core Bond Closed Fund,USA,NYSE,USD,FUND,US09249E1010
BHM,Bluerock Homes Trust Inc.,USA,NYSE MKT,USD,Common Stock,US09627L1017
BHP,BHP Group Limited,USA,NYSE,USD,Common Stock,US0886061086
BHR,Braemar Hotel & Resorts Inc,USA,NYSE,USD,Common Stock,US10482B1017
BHR-P-B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,USA,NYSE,USD,Preferred Stock,US10482B2007
BHR-P-D,Braemar Hotels  Resorts Inc  825 PRF PERPETUAL USD 25  Ser D,USA,NYSE,USD,Preferred Stock,US10482B2007
BHR-PB,Braemar Hotels & Resorts Inc,USA,NYSE,USD,Preferred Stock,US10482B2007
BHR-PD,Braemar Hotels & Resorts Inc,USA,NYSE,USD,Preferred Stock,US10482B3096
BHV,BlackRock Virginia MBT,USA,NYSE,USD,Common Stock,US0924811005
BHVN,Biohaven Pharmaceutical Holding Co Ltd,USA,NYSE,USD,Common Stock,VGG111961055
BIBL,Northern Lights Fund Trust IV - Inspire 100 ETF,USA,NYSE ARCA,USD,ETF,US66538H5349
BIDD,BlackRock ETF Trust,USA,NYSE ARCA,USD,ETF,
BIGY,YieldMax Target 12 Big 50 Option Income ETF,USA,NYSE ARCA,USD,ETF,
BIGZ,Blackrock Innovation & Growth Trust,USA,NYSE,USD,Common Stock,US09260Q1085
BIL,SPDR® Bloomberg 1-3 Month T-Bill ETF,USA,NYSE ARCA,USD,ETF,US78468R6633
BILD,Macquarie ETF Trust,USA,NYSE ARCA,USD,ETF,US5559271029
BILL,Bill Com Holdings Inc,USA,NYSE,USD,Common Stock,US0900431000
BILS,SPDR Series Trust - SPDR Bloomberg Barclays 3-12 Month T-Bill ETF,USA,NYSE ARCA,USD,ETF,US78468R5239
BILZ,PIMCO ETF Trust,USA,NYSE ARCA,USD,ETF,US72201R5770
BINC,BlackRock ETF Trust II,USA,NYSE ARCA,USD,ETF,US0925286033
BINT,Exchange Traded Concepts Trust,USA,NYSE ARCA,USD,ETF,
BIO,Bio-Rad Laboratories Inc,USA,NYSE,USD,Common Stock,US0905722072
BIP,Brookfield Infrastructure Partners LP,USA,NYSE,USD,Common Stock,BMG162521014
BIP-P-A,BIP-P-A,USA,NYSE,USD,Preferred Stock,USG162522670
